Fila_atuacao;UF_Loja;Analista;Data;Status;TMA;Valor
Contato;BA;Christoforo Colquyte;09/06/2023;Aprovação;00:16:14;R$ 6.766,00
Vendas;RN;Lilas Brahms;09/06/2023;Fraude;00:21:58;R$ 6.930,00
Agendamento;MS;Erma Larn;09/06/2023;Fraude;00:03:54;R$ 18.381,00
Agendamento;RS;Tawsha Fincher;09/06/2023;Aprovação;00:21:20;R$ 20.822,00
Agendamento;BA;Tawsha Fincher;09/06/2023;Pendência;00:17:54;R$ 18.356,00
Contato;BA;Leonardo Davion;09/06/2023;Reprova;00:06:52;R$ 24.092,00
Contato;DF;Leonardo Davion;09/06/2023;Aprovação;00:02:58;R$ 6.810,00
Agendamento;BA;Christoforo Colquyte;09/06/2023;Reprova;00:25:58;R$ 22.725,00
Agendamento;AP;Abbie Capin;09/06/2023;Aprovação;00:24:38;R$ 17.164,00
Agendamento;MS;Carlita Yoakley;09/06/2023;Reprova;00:13:05;R$ 9.870,00
Agendamento;RS;Lucie Mongan;09/06/2023;Aprovação;00:11:39;R$ 11.161,00
Vendas;PR;Leonardo Davion;09/06/2023;Pendência;00:01:07;R$ 9.810,00
Contato;AL;Katya Craghead;09/06/2023;Reprova;00:16:23;R$ 12.404,00
Vendas;MG;Carol-jean Bortolotti;09/06/2023;Aprovação;00:20:21;R$ 20.675,00
Agendamento;MA;Lucie Mongan;09/06/2023;Pendência;00:18:11;R$ 18.193,00
Vendas;MT;Shanda Ismay;09/06/2023;Fraude;00:20:56;R$ 1.329,00
Vendas;MT;Seth Coley;09/06/2023;Aprovação;00:19:03;R$ 3.962,00
Vendas;PA;Rolland d'Escoffier;09/06/2023;Aprovação;00:24:36;R$ 19.861,00
Agendamento;AL;Cathryn MacGibbon;09/06/2023;Aprovação;00:09:54;R$ 18.916,00
Agendamento;TO;Osgood Castaignet;09/06/2023;Fraude;00:27:07;R$ 16.144,00
Contato;PE;Obadiah Kinde;09/06/2023;Aprovação;00:07:28;R$ 13.278,00
Agendamento;RJ;Christean Birrel;09/06/2023;Aprovação;00:29:28;R$ 1.677,00
Agendamento;SP;Gavrielle O' Neligan;09/06/2023;Aprovação;00:17:51;R$ 9.577,00
Contato;SP;Christoforo Colquyte;09/06/2023;Pendência;00:27:18;R$ 3.956,00
Vendas;SE;Lucie Mongan;09/06/2023;Aprovação;00:26:26;R$ 15.363,00
Contato;AC;Byron Fairbard;09/06/2023;Pendência;00:18:11;R$ 20.702,00
Vendas;MG;Rolland d'Escoffier;09/06/2023;Aprovação;00:11:27;R$ 1.746,00
Vendas;MG;Tawsha Fincher;09/06/2023;Fraude;00:25:06;R$ 22.004,00
Vendas;RJ;Jermain Tolle;09/06/2023;Aprovação;00:07:13;R$ 8.618,00
Vendas;MA;Carol-jean Bortolotti;09/06/2023;Fraude;00:12:45;R$ 6.481,00
Contato;RJ;Lucie Mongan;09/06/2023;Fraude;00:23:20;R$ 13.914,00
Agendamento;TO;Gavrielle O' Neligan;09/06/2023;Aprovação;00:18:25;R$ 2.084,00
Vendas;RJ;Jermain Tolle;09/06/2023;Fraude;00:28:09;R$ 149,00
Agendamento;MS;Jodi Moyle;09/06/2023;Pendência;00:14:26;R$ 23.309,00
Contato;MA;Carlita Yoakley;09/06/2023;Aprovação;00:17:22;R$ 9.704,00
Contato;MA;Carlita Yoakley;09/06/2023;Fraude;00:18:11;R$ 5.174,00
Agendamento;RS;Rolland d'Escoffier;09/06/2023;Fraude;00:25:05;R$ 10.596,00
Agendamento;RS;Carlita Yoakley;09/06/2023;Aprovação;00:19:58;R$ 18.532,00
Vendas;AC;Byron Fairbard;09/06/2023;Aprovação;00:21:56;R$ 12.711,00
Agendamento;CE;Erma Larn;09/06/2023;Aprovação;00:09:28;R$ 6.808,00
Contato;AP;Seth Coley;09/06/2023;Aprovação;00:25:22;R$ 10.964,00
Agendamento;GO;Boyce Tennant;09/06/2023;Aprovação;00:02:15;R$ 10.849,00
Agendamento;AL;Stuart Sarl;09/06/2023;Fraude;00:13:02;R$ 4.157,00
Vendas;PR;Jodi Moyle;09/06/2023;Reprova;00:16:18;R$ 16.701,00
Contato;RO;Gavrielle O' Neligan;09/06/2023;Pendência;00:11:11;R$ 23.364,00
Contato;PR;Lilas Brahms;09/06/2023;Aprovação;00:15:52;R$ 7.288,00
Vendas;MA;Kenyon Baugh;09/06/2023;Reprova;00:16:52;R$ 10.007,00
Vendas;AP;Obadiah Kinde;09/06/2023;Aprovação;00:04:25;R$ 4.884,00
Agendamento;PR;Joli Trebilcock;09/06/2023;Fraude;00:20:09;R$ 24.349,00
Vendas;PE;Jodi Moyle;09/06/2023;Fraude;00:09:51;R$ 12.789,00
Agendamento;MT;Leonardo Davion;09/06/2023;Fraude;00:11:55;R$ 7.934,00
Vendas;ES;Leonardo Davion;09/06/2023;Aprovação;00:13:20;R$ 20.086,00
Contato;PE;Byron Fairbard;09/06/2023;Pendência;00:19:41;R$ 18.918,00
Agendamento;AL;Gavrielle O' Neligan;09/06/2023;Reprova;00:08:46;R$ 5.714,00
Agendamento;CE;Jermain Tolle;09/06/2023;Reprova;00:10:26;R$ 19.449,00
Vendas;DF;Cathryn MacGibbon;09/06/2023;Aprovação;00:27:23;R$ 20.940,00
Contato;AM;Jermain Tolle;09/06/2023;Aprovação;00:18:09;R$ 17.477,00
Vendas;CE;Boyce Tennant;09/06/2023;Pendência;00:27:37;R$ 7.541,00
Agendamento;MT;Natal Domoney;09/06/2023;Aprovação;00:27:48;R$ 8.019,00
Contato;SP;Carol-jean Bortolotti;09/06/2023;Aprovação;00:24:17;R$ 3.838,00
Contato;ES;Obadiah Kinde;09/06/2023;Aprovação;00:20:41;R$ 20.668,00
Contato;AL;Shanda Ismay;09/06/2023;Fraude;00:07:38;R$ 22.097,00
Vendas;AL;Christean Birrel;09/06/2023;Aprovação;00:29:49;R$ 1.323,00
Contato;MG;Carol-jean Bortolotti;09/06/2023;Pendência;00:06:31;R$ 5.242,00
Vendas;ES;Shanda Ismay;09/06/2023;Aprovação;00:04:48;R$ 18.192,00
Vendas;SP;Seth Coley;09/06/2023;Fraude;00:26:38;R$ 15.867,00
Vendas;AM;Boyce Tennant;09/06/2023;Aprovação;00:27:00;R$ 9.329,00
Agendamento;MG;Idette Thyer;09/06/2023;Fraude;00:12:30;R$ 21.510,00
Agendamento;ES;Lucie Mongan;09/06/2023;Aprovação;00:27:21;R$ 7.945,00
Contato;PB;Serena Bale;09/06/2023;Pendência;00:09:42;R$ 19.305,00
Contato;AM;Christean Birrel;09/06/2023;Aprovação;00:05:13;R$ 15.661,00
Agendamento;SC;Gavrielle O' Neligan;09/06/2023;Pendência;00:03:38;R$ 11.240,00
Vendas;RR;Lucie Mongan;09/06/2023;Aprovação;00:18:21;R$ 12.589,00
Agendamento;PI;Seth Coley;09/06/2023;Aprovação;00:15:28;R$ 15.173,00
Agendamento;RS;Lucie Mongan;09/06/2023;Fraude;00:27:22;R$ 24.554,00
Agendamento;AM;Tawsha Fincher;09/06/2023;Aprovação;00:02:28;R$ 5.252,00
Vendas;BA;Shanda Ismay;09/06/2023;Aprovação;00:23:11;R$ 19.632,00
Contato;PI;Lilas Brahms;09/06/2023;Aprovação;00:17:17;R$ 3.408,00
Contato;AP;Rolland d'Escoffier;09/06/2023;Fraude;00:03:32;R$ 14.868,00
Agendamento;AP;Cathryn MacGibbon;09/06/2023;Fraude;00:11:10;R$ 10.542,00
Agendamento;PA;Lilas Brahms;09/06/2023;Pendência;00:11:46;R$ 3.616,00
Contato;GO;Cathryn MacGibbon;09/06/2023;Fraude;00:12:38;R$ 11.258,00
Agendamento;BA;Idette Thyer;09/06/2023;Fraude;00:05:21;R$ 7.836,00
Vendas;RO;Gavrielle O' Neligan;09/06/2023;Aprovação;00:29:22;R$ 23.144,00
Contato;AM;Leonardo Davion;09/06/2023;Aprovação;00:16:13;R$ 16.187,00
Agendamento;MG;Jodi Moyle;09/06/2023;Fraude;00:22:53;R$ 23.770,00
Vendas;PE;Jodi Moyle;09/06/2023;Aprovação;00:22:44;R$ 11.648,00
Agendamento;SP;Jermain Tolle;09/06/2023;Aprovação;00:12:13;R$ 14.012,00
Vendas;AP;Kenyon Baugh;09/06/2023;Aprovação;00:29:33;R$ 9.239,00
Vendas;AM;Lucie Mongan;09/06/2023;Aprovação;00:15:59;R$ 4.040,00
Agendamento;PB;Abbie Capin;09/06/2023;Aprovação;00:20:07;R$ 24.195,00
Vendas;MG;Byron Fairbard;09/06/2023;Aprovação;00:11:59;R$ 9.500,00
Contato;SP;Carol-jean Bortolotti;09/06/2023;Fraude;00:16:26;R$ 440,00
Agendamento;RJ;Byron Fairbard;09/06/2023;Reprova;00:14:58;R$ 12.938,00
Agendamento;SC;Christoforo Colquyte;09/06/2023;Aprovação;00:28:01;R$ 2.665,00
Contato;SE;Stuart Sarl;09/06/2023;Aprovação;00:29:54;R$ 22.133,00
Agendamento;PB;Natal Domoney;09/06/2023;Pendência;00:10:44;R$ 4.105,00
Agendamento;PB;Kenyon Baugh;09/06/2023;Reprova;00:21:29;R$ 12.204,00
Contato;BA;Joli Trebilcock;09/06/2023;Aprovação;00:22:05;R$ 18.784,00
Contato;DF;Kenyon Baugh;09/06/2023;Aprovação;00:20:44;R$ 20.225,00
Agendamento;MT;Obadiah Kinde;09/06/2023;Aprovação;00:02:11;R$ 5.120,00
Agendamento;AL;Lucie Mongan;09/06/2023;Reprova;00:12:05;R$ 15.107,00
Contato;ES;Kenyon Baugh;09/06/2023;Reprova;00:26:37;R$ 11.254,00
Contato;PI;Tawsha Fincher;09/06/2023;Aprovação;00:01:35;R$ 23.931,00
Contato;RJ;Shanda Ismay;09/06/2023;Aprovação;00:08:07;R$ 11.833,00
Agendamento;PR;Rolland d'Escoffier;09/06/2023;Aprovação;00:01:30;R$ 1.651,00
Contato;ES;Lucie Mongan;09/06/2023;Fraude;00:04:55;R$ 15.314,00
Agendamento;BA;Christoforo Colquyte;09/06/2023;Aprovação;00:22:08;R$ 12.100,00
Vendas;MS;Osgood Castaignet;09/06/2023;Aprovação;00:01:25;R$ 23.945,00
Vendas;GO;Natal Domoney;09/06/2023;Reprova;00:19:11;R$ 10.191,00
Contato;ES;Carol-jean Bortolotti;09/06/2023;Aprovação;00:16:05;R$ 13.765,00
Agendamento;GO;Cathryn MacGibbon;09/06/2023;Fraude;00:05:56;R$ 8.957,00
Vendas;GO;Gavrielle O' Neligan;09/06/2023;Aprovação;00:23:36;R$ 14.342,00
Vendas;RR;Erma Larn;09/06/2023;Fraude;00:08:14;R$ 11.347,00
Contato;GO;Sianna Maypowder;09/06/2023;Fraude;00:27:22;R$ 5.930,00
Contato;DF;Katya Craghead;09/06/2023;Reprova;00:23:40;R$ 17.730,00
Vendas;PA;Seth Coley;09/06/2023;Fraude;00:11:49;R$ 4.202,00
Vendas;ES;Seth Coley;09/06/2023;Aprovação;00:18:47;R$ 23.452,00
Contato;PE;Christean Birrel;09/06/2023;Aprovação;00:23:19;R$ 12.724,00
Agendamento;MA;Rolland d'Escoffier;09/06/2023;Pendência;00:22:17;R$ 17.020,00
Vendas;RJ;Bank Vertigan;09/06/2023;Aprovação;00:02:24;R$ 2.417,00
Vendas;MG;Christean Birrel;09/06/2023;Aprovação;00:26:49;R$ 18.971,00
Vendas;AM;Katya Craghead;09/06/2023;Aprovação;00:15:37;R$ 14.746,00
Vendas;RO;Erma Larn;09/06/2023;Reprova;00:28:33;R$ 21.286,00
Vendas;RR;Rolland d'Escoffier;09/06/2023;Pendência;00:10:03;R$ 498,00
Vendas;MT;Idette Thyer;09/06/2023;Fraude;00:19:10;R$ 17.902,00
Contato;RS;Natal Domoney;09/06/2023;Aprovação;00:26:50;R$ 534,00
Agendamento;MA;Osgood Castaignet;09/06/2023;Aprovação;00:23:39;R$ 20.561,00
Agendamento;TO;Abbie Capin;09/06/2023;Aprovação;00:06:04;R$ 6.310,00
Vendas;RN;Christean Birrel;09/06/2023;Aprovação;00:09:49;R$ 21.483,00
Contato;RR;Leonardo Davion;09/06/2023;Aprovação;00:25:28;R$ 2.807,00
Vendas;PA;Erma Larn;09/06/2023;Aprovação;00:14:49;R$ 15.541,00
Contato;SC;Carlita Yoakley;09/06/2023;Fraude;00:08:50;R$ 24.510,00
Contato;TO;Lucie Mongan;09/06/2023;Aprovação;00:16:21;R$ 1.181,00
Contato;GO;Gavrielle O' Neligan;09/06/2023;Aprovação;00:01:35;R$ 18.338,00
Vendas;TO;Shanda Ismay;09/06/2023;Reprova;00:22:29;R$ 11.531,00
Vendas;PR;Christean Birrel;09/06/2023;Fraude;00:10:38;R$ 2.688,00
Vendas;ES;Obadiah Kinde;09/06/2023;Aprovação;00:28:12;R$ 5.297,00
Agendamento;PB;Obadiah Kinde;09/06/2023;Aprovação;00:15:10;R$ 23.595,00
Vendas;ES;Erma Larn;09/06/2023;Pendência;00:02:46;R$ 24.101,00
Agendamento;CE;Jermain Tolle;09/06/2023;Aprovação;00:28:10;R$ 6.982,00
Contato;SE;Serena Bale;09/06/2023;Aprovação;00:21:04;R$ 1.251,00
Agendamento;CE;Carlita Yoakley;09/06/2023;Aprovação;00:02:06;R$ 11.456,00
Vendas;PA;Lilas Brahms;09/06/2023;Reprova;00:27:39;R$ 11.521,00
Agendamento;ES;Jodi Moyle;09/06/2023;Aprovação;00:21:00;R$ 22.036,00
Agendamento;MA;Jermain Tolle;09/06/2023;Aprovação;00:09:21;R$ 13.344,00
Agendamento;MA;Tawsha Fincher;09/06/2023;Aprovação;00:03:16;R$ 22.634,00
Agendamento;PB;Natal Domoney;09/06/2023;Reprova;00:15:55;R$ 1.812,00
Agendamento;RR;Jodi Moyle;09/06/2023;Aprovação;00:24:25;R$ 10.064,00
Contato;AL;Osgood Castaignet;09/06/2023;Aprovação;00:06:06;R$ 20.037,00
Vendas;RS;Idette Thyer;09/06/2023;Fraude;00:24:31;R$ 5.832,00
Vendas;BA;Rolland d'Escoffier;09/06/2023;Aprovação;00:20:25;R$ 1.311,00
Vendas;PR;Joli Trebilcock;09/06/2023;Aprovação;00:10:41;R$ 4.677,00
Vendas;CE;Byron Fairbard;09/06/2023;Aprovação;00:16:26;R$ 8.085,00
Vendas;PA;Joli Trebilcock;09/06/2023;Aprovação;00:23:19;R$ 20.138,00
Vendas;RO;Seth Coley;09/06/2023;Reprova;00:28:55;R$ 10.562,00
Contato;MS;Shanda Ismay;09/06/2023;Aprovação;00:23:57;R$ 22.495,00
Vendas;RJ;Stuart Sarl;09/06/2023;Aprovação;00:29:13;R$ 20.937,00
Agendamento;MT;Boyce Tennant;09/06/2023;Aprovação;00:15:53;R$ 1.996,00
Vendas;MT;Christean Birrel;09/06/2023;Aprovação;00:08:20;R$ 22.450,00
Agendamento;MT;Carol-jean Bortolotti;09/06/2023;Fraude;00:24:31;R$ 11.208,00
Contato;AL;Osgood Castaignet;09/06/2023;Aprovação;00:18:07;R$ 23.751,00
Vendas;PE;Stuart Sarl;09/06/2023;Fraude;00:20:03;R$ 1.660,00
Agendamento;DF;Seth Coley;09/06/2023;Reprova;00:20:30;R$ 8.082,00
Vendas;SC;Serena Bale;09/06/2023;Aprovação;00:02:46;R$ 23.317,00
Agendamento;RJ;Shanda Ismay;09/06/2023;Pendência;00:05:19;R$ 9.702,00
Vendas;MS;Carlita Yoakley;09/06/2023;Aprovação;00:13:31;R$ 10.703,00
Agendamento;SP;Idette Thyer;09/06/2023;Aprovação;00:10:59;R$ 1.941,00
Agendamento;RN;Cathryn MacGibbon;09/06/2023;Aprovação;00:17:13;R$ 21.920,00
Contato;BA;Bank Vertigan;09/06/2023;Aprovação;00:27:32;R$ 8.244,00
Contato;PI;Stuart Sarl;09/06/2023;Fraude;00:12:30;R$ 18.282,00
Agendamento;AL;Leonardo Davion;09/06/2023;Fraude;00:23:07;R$ 1.635,00
Agendamento;RJ;Boyce Tennant;09/06/2023;Pendência;00:06:30;R$ 23.389,00
Agendamento;MA;Christean Birrel;09/06/2023;Aprovação;00:22:38;R$ 4.792,00
Contato;RS;Lucie Mongan;09/06/2023;Aprovação;00:15:29;R$ 12.802,00
Contato;DF;Shanda Ismay;09/06/2023;Aprovação;00:16:39;R$ 21.820,00
Agendamento;PR;Gavrielle O' Neligan;09/06/2023;Aprovação;00:01:45;R$ 1.198,00
Agendamento;ES;Bank Vertigan;09/06/2023;Pendência;00:29:33;R$ 7.319,00
Contato;DF;Lucie Mongan;09/06/2023;Aprovação;00:13:00;R$ 11.084,00
Contato;RJ;Rolland d'Escoffier;09/06/2023;Reprova;00:20:26;R$ 24.411,00
Vendas;MA;Sianna Maypowder;09/06/2023;Pendência;00:21:23;R$ 8.729,00
Agendamento;RN;Shanda Ismay;09/06/2023;Pendência;00:18:21;R$ 13.777,00
Contato;PR;Carol-jean Bortolotti;09/06/2023;Aprovação;00:04:51;R$ 6.296,00
Contato;PI;Stuart Sarl;09/06/2023;Aprovação;00:24:28;R$ 14.394,00
Agendamento;PE;Tawsha Fincher;09/06/2023;Aprovação;00:10:50;R$ 15.463,00
Contato;PI;Christean Birrel;09/06/2023;Aprovação;00:02:31;R$ 1.652,00
Vendas;RN;Carlita Yoakley;09/06/2023;Aprovação;00:14:18;R$ 1.660,00
Agendamento;SP;Erma Larn;09/06/2023;Pendência;00:02:39;R$ 18.911,00
Agendamento;GO;Idette Thyer;09/06/2023;Fraude;00:19:26;R$ 23.812,00
Vendas;PA;Leonardo Davion;09/06/2023;Aprovação;00:19:53;R$ 9.423,00
Agendamento;BA;Lucie Mongan;09/06/2023;Aprovação;00:16:17;R$ 5.002,00
Vendas;AP;Obadiah Kinde;09/06/2023;Aprovação;00:07:01;R$ 2.024,00
Contato;RS;Seth Coley;09/06/2023;Aprovação;00:20:31;R$ 10.607,00
Vendas;CE;Byron Fairbard;09/06/2023;Pendência;00:02:32;R$ 20.790,00
Contato;SP;Carlita Yoakley;09/06/2023;Reprova;00:27:52;R$ 8.803,00
Contato;BA;Joli Trebilcock;09/06/2023;Fraude;00:25:17;R$ 19.704,00
Contato;AP;Cathryn MacGibbon;09/06/2023;Pendência;00:11:53;R$ 24.111,00
Contato;AL;Christean Birrel;09/06/2023;Aprovação;00:08:07;R$ 23.142,00
Agendamento;RR;Cathryn MacGibbon;09/06/2023;Fraude;00:24:00;R$ 11.007,00
Vendas;DF;Christean Birrel;09/06/2023;Aprovação;00:19:04;R$ 13.270,00
Agendamento;AP;Christoforo Colquyte;09/06/2023;Reprova;00:17:07;R$ 23.869,00
Contato;DF;Bank Vertigan;09/06/2023;Pendência;00:10:57;R$ 15.999,00
Vendas;AM;Jermain Tolle;09/06/2023;Aprovação;00:29:00;R$ 5.154,00
Contato;MS;Katya Craghead;09/06/2023;Aprovação;00:06:12;R$ 12.378,00
Contato;SP;Obadiah Kinde;09/06/2023;Fraude;00:28:36;R$ 1.069,00
Vendas;AL;Bank Vertigan;09/06/2023;Aprovação;00:05:09;R$ 12.889,00
Contato;MT;Serena Bale;09/06/2023;Fraude;00:21:41;R$ 24.405,00
Agendamento;MA;Osgood Castaignet;09/06/2023;Fraude;00:01:33;R$ 9.747,00
Contato;PB;Serena Bale;09/06/2023;Aprovação;00:13:33;R$ 2.307,00
Agendamento;PA;Kenyon Baugh;09/06/2023;Fraude;00:15:06;R$ 18.426,00
Vendas;RN;Erma Larn;09/06/2023;Aprovação;00:18:12;R$ 1.883,00
Contato;ES;Osgood Castaignet;09/06/2023;Fraude;00:04:30;R$ 17.221,00
Contato;MT;Christoforo Colquyte;09/06/2023;Pendência;00:22:38;R$ 20.313,00
Agendamento;PB;Serena Bale;09/06/2023;Aprovação;00:21:05;R$ 5.145,00
Vendas;TO;Bank Vertigan;09/06/2023;Pendência;00:19:00;R$ 21.944,00
Vendas;RS;Bank Vertigan;09/06/2023;Aprovação;00:20:33;R$ 10.393,00
Agendamento;AM;Serena Bale;09/06/2023;Fraude;00:10:10;R$ 12.580,00
Vendas;AM;Jermain Tolle;09/06/2023;Reprova;00:16:45;R$ 13.675,00
Agendamento;RJ;Seth Coley;09/06/2023;Pendência;00:21:16;R$ 4.186,00
Agendamento;RS;Erma Larn;09/06/2023;Fraude;00:05:49;R$ 9.341,00
Vendas;MA;Sianna Maypowder;09/06/2023;Aprovação;00:04:07;R$ 22.760,00
Agendamento;PE;Natal Domoney;09/06/2023;Reprova;00:16:26;R$ 3.308,00
Agendamento;PA;Cathryn MacGibbon;09/06/2023;Fraude;00:06:40;R$ 15.183,00
Vendas;SC;Carlita Yoakley;09/06/2023;Aprovação;00:12:53;R$ 4.368,00
Agendamento;PI;Serena Bale;09/06/2023;Pendência;00:01:36;R$ 11.761,00
Vendas;SC;Carlita Yoakley;09/06/2023;Fraude;00:10:04;R$ 2.157,00
Contato;MG;Christean Birrel;09/06/2023;Aprovação;00:05:35;R$ 24.306,00
Agendamento;MG;Lilas Brahms;09/06/2023;Aprovação;00:13:29;R$ 16.691,00
Agendamento;GO;Idette Thyer;09/06/2023;Aprovação;00:27:34;R$ 21.043,00
Contato;SE;Seth Coley;09/06/2023;Fraude;00:15:01;R$ 22.438,00
Agendamento;SC;Rolland d'Escoffier;09/06/2023;Reprova;00:06:30;R$ 15.631,00
Contato;BA;Lilas Brahms;09/06/2023;Reprova;00:27:01;R$ 23.156,00
Agendamento;AM;Carol-jean Bortolotti;09/06/2023;Aprovação;00:26:02;R$ 23.492,00
Contato;RR;Tawsha Fincher;09/06/2023;Aprovação;00:26:59;R$ 11.070,00
Contato;RS;Lucie Mongan;09/06/2023;Aprovação;00:21:40;R$ 7.156,00
Agendamento;ES;Serena Bale;09/06/2023;Fraude;00:02:15;R$ 19.374,00
Agendamento;ES;Abbie Capin;09/06/2023;Aprovação;00:03:25;R$ 21.901,00
Agendamento;RO;Joli Trebilcock;09/06/2023;Reprova;00:07:06;R$ 22.055,00
Contato;AL;Jermain Tolle;09/06/2023;Fraude;00:24:08;R$ 17.335,00
Agendamento;TO;Boyce Tennant;09/06/2023;Aprovação;00:11:33;R$ 23.248,00
Contato;RN;Lilas Brahms;09/06/2023;Pendência;00:03:20;R$ 18.972,00
Contato;AL;Abbie Capin;09/06/2023;Pendência;00:22:22;R$ 6.245,00
Contato;SP;Lucie Mongan;09/06/2023;Reprova;00:08:17;R$ 9.786,00
Vendas;RN;Lucie Mongan;09/06/2023;Aprovação;00:15:41;R$ 7.635,00
Agendamento;TO;Abbie Capin;09/06/2023;Pendência;00:19:02;R$ 11.296,00
Contato;TO;Seth Coley;09/06/2023;Aprovação;00:28:51;R$ 879,00
Vendas;TO;Seth Coley;09/06/2023;Aprovação;00:01:50;R$ 14.864,00
Contato;RN;Kenyon Baugh;09/06/2023;Aprovação;00:19:22;R$ 8.682,00
Contato;MS;Carol-jean Bortolotti;09/06/2023;Aprovação;00:23:19;R$ 2.858,00
Contato;SP;Leonardo Davion;09/06/2023;Fraude;00:22:09;R$ 24.921,00
Agendamento;MS;Idette Thyer;09/06/2023;Fraude;00:15:37;R$ 8.556,00
Agendamento;PI;Rolland d'Escoffier;09/06/2023;Aprovação;00:17:36;R$ 1.886,00
Vendas;RS;Sianna Maypowder;09/06/2023;Aprovação;00:19:38;R$ 23.819,00
Vendas;SE;Abbie Capin;09/06/2023;Aprovação;00:26:16;R$ 19.323,00
Agendamento;GO;Osgood Castaignet;09/06/2023;Aprovação;00:19:39;R$ 24.452,00
Vendas;SE;Idette Thyer;09/06/2023;Pendência;00:21:33;R$ 4.886,00
Contato;MT;Cathryn MacGibbon;09/06/2023;Aprovação;00:17:37;R$ 19.862,00
Agendamento;SC;Abbie Capin;09/06/2023;Fraude;00:01:47;R$ 21.697,00
Vendas;SP;Rolland d'Escoffier;09/06/2023;Aprovação;00:02:06;R$ 3.659,00
Contato;RJ;Gavrielle O' Neligan;09/06/2023;Fraude;00:11:53;R$ 24.969,00
Contato;PE;Joli Trebilcock;09/06/2023;Aprovação;00:06:12;R$ 3.467,00
Contato;RO;Osgood Castaignet;09/06/2023;Pendência;00:24:56;R$ 4.080,00
Contato;RJ;Kenyon Baugh;09/06/2023;Aprovação;00:15:40;R$ 4.360,00
Agendamento;BA;Carlita Yoakley;09/06/2023;Aprovação;00:19:45;R$ 15.636,00
Vendas;AP;Christean Birrel;09/06/2023;Pendência;00:12:56;R$ 1.831,00
Contato;PB;Tawsha Fincher;09/06/2023;Aprovação;00:10:48;R$ 14.781,00
Agendamento;AP;Osgood Castaignet;09/06/2023;Pendência;00:08:26;R$ 272,00
Contato;BA;Katya Craghead;09/06/2023;Reprova;00:08:59;R$ 18.349,00
Vendas;AM;Jodi Moyle;09/06/2023;Fraude;00:28:02;R$ 17.607,00
Agendamento;SE;Katya Craghead;09/06/2023;Reprova;00:21:11;R$ 2.948,00
Agendamento;SC;Idette Thyer;09/06/2023;Aprovação;00:27:58;R$ 2.508,00
Contato;AM;Shanda Ismay;09/06/2023;Aprovação;00:15:00;R$ 23.459,00
Agendamento;AC;Jodi Moyle;09/06/2023;Aprovação;00:10:10;R$ 3.901,00
Agendamento;PI;Bank Vertigan;09/06/2023;Aprovação;00:07:13;R$ 14.847,00
Vendas;PI;Idette Thyer;09/06/2023;Aprovação;00:11:29;R$ 16.975,00
Agendamento;GO;Erma Larn;09/06/2023;Aprovação;00:06:48;R$ 9.995,00
Contato;MS;Lilas Brahms;09/06/2023;Aprovação;00:03:07;R$ 24.558,00
Contato;RR;Natal Domoney;09/06/2023;Reprova;00:27:18;R$ 21.507,00
Contato;MG;Lucie Mongan;09/06/2023;Pendência;00:17:25;R$ 415,00
Agendamento;RJ;Osgood Castaignet;09/06/2023;Aprovação;00:13:49;R$ 22.636,00
Agendamento;PI;Shanda Ismay;09/06/2023;Fraude;00:23:27;R$ 18.048,00
Agendamento;AC;Bank Vertigan;09/06/2023;Reprova;00:16:33;R$ 846,00
Agendamento;RO;Idette Thyer;09/06/2023;Aprovação;00:17:33;R$ 24.487,00
Contato;ES;Leonardo Davion;09/06/2023;Aprovação;00:28:49;R$ 24.542,00
Agendamento;RS;Carol-jean Bortolotti;09/06/2023;Aprovação;00:23:18;R$ 16.791,00
Agendamento;AM;Lucie Mongan;09/06/2023;Aprovação;00:20:19;R$ 3.123,00
Vendas;ES;Rolland d'Escoffier;09/06/2023;Aprovação;00:26:48;R$ 8.157,00
Vendas;CE;Lucie Mongan;09/06/2023;Pendência;00:19:26;R$ 11.137,00
Vendas;SE;Carol-jean Bortolotti;09/06/2023;Aprovação;00:14:03;R$ 12.326,00
Vendas;AP;Lucie Mongan;09/06/2023;Aprovação;00:14:10;R$ 18.277,00
Vendas;SC;Cathryn MacGibbon;09/06/2023;Reprova;00:10:36;R$ 3.354,00
Vendas;SC;Rolland d'Escoffier;09/06/2023;Aprovação;00:24:19;R$ 9.563,00
Vendas;CE;Seth Coley;09/06/2023;Aprovação;00:10:06;R$ 14.461,00
Vendas;ES;Joli Trebilcock;09/06/2023;Aprovação;00:24:05;R$ 14.510,00
Vendas;RN;Osgood Castaignet;09/06/2023;Fraude;00:12:27;R$ 16.849,00
Agendamento;PA;Cathryn MacGibbon;09/06/2023;Aprovação;00:09:17;R$ 4.892,00
Contato;CE;Katya Craghead;09/06/2023;Aprovação;00:26:14;R$ 16.873,00
Contato;SP;Erma Larn;09/06/2023;Fraude;00:07:11;R$ 23.006,00
Contato;PI;Jodi Moyle;09/06/2023;Aprovação;00:03:25;R$ 20.781,00
Agendamento;BA;Jermain Tolle;09/06/2023;Pendência;00:28:01;R$ 1.421,00
Vendas;GO;Christean Birrel;09/06/2023;Fraude;00:10:21;R$ 10.855,00
Agendamento;RN;Seth Coley;09/06/2023;Reprova;00:25:58;R$ 2.375,00
Contato;BA;Idette Thyer;09/06/2023;Aprovação;00:29:09;R$ 4.838,00
